     Refresh     ,Last Update : 2022-04-24 20:55:00,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
Time Series (Company),,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,
Period(From),20160429,Korean,0,,,,,,,,,,,,
Period(To),CPD [20220422],,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Code,A069500,A232080,A143850,A195930,A238720,A192090,A148070,A136340,A182490,A132030,A130680,A114800,A138230,A139660,A130730
Name,KODEX 200,TIGER 코스닥150,TIGER 미국S&P500선물(H),TIGER 유로스탁스50(합성 H),KINDEX 일본Nikkei225(H),TIGER 차이나CSI300,KOSEF 국고채10년,KBSTAR 중기우량회사채,TIGER 단기선진하이일드(합성 H),KODEX 골드선물(H),TIGER 원유선물Enhanced(H),KODEX 인버스,KOSEF 미국달러선물,KOSEF 미국달러선물인버스,KOSEF 단기자금
Item Code,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300,S100300
Unit,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares
Base Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D A T E,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
2019-05-30,"25,168","10,608","32,815","11,120","13,690","7,915","119,404","101,498","11,625","9,240","4,170","7,215","12,287","10,315","98,387"
2019-05-31,"25,125","10,761","32,595","11,080","13,475","7,934","119,955","101,610","11,620","9,350","3,960","7,235","12,307","10,310","98,387"
2019-06-03,"25,540","10,805","32,285","10,990","13,335","7,877","119,879","101,624","11,585","9,490","3,755","7,105","12,213","10,385","98,416"
2019-06-04,"25,492","10,820","32,405","11,020","13,335","7,824","119,975","101,639","11,580","9,595","3,740","7,120","12,218","10,380","98,430"
2019-06-05,"25,521","10,879","33,085","11,235","13,440","7,853","120,325","101,654","11,620","9,620","3,735","7,110","12,184","10,405","98,440"
2019-06-07,"25,530","10,944","33,580","11,235","13,650","7,771","120,277","101,722","11,640","9,605","3,750","7,110","12,213","10,390","98,445"
2019-06-10,"25,902","11,008","33,985","11,395","13,830","7,920","120,094","101,717","11,650","9,580","3,820","7,000","12,253","10,360","98,460"
2019-06-11,"26,049","11,132","34,105","11,390","13,870","8,136","119,836","101,697","11,670","9,595","3,800","6,965","12,208","10,395","98,469"
2019-06-12,"25,959","11,013","33,895","11,415","13,820","8,050","120,540","101,888","11,665","9,655","3,695","6,995","12,228","10,375","98,474"
2019-06-13,"25,745","11,132","33,880","11,370","13,620","8,016","120,560","101,854","11,660","9,670","3,655","7,045","12,228","10,380","98,503"
2019-06-14,"25,740","10,884","34,075","11,440","13,675","8,002","120,660","101,878","11,650","9,750","3,705","7,045","12,238","10,355","98,503"
2019-06-17,"25,754","10,830","34,105","11,385","13,820","7,997","120,502","101,844","11,680","9,685","3,710","7,045","12,267","10,345","98,523"
2019-06-18,"25,883","10,711","34,010","11,380","13,695","8,031","120,502","101,858","11,660","9,740","3,650","7,010","12,258","10,355","98,513"
2019-06-19,"26,207","10,800","34,395","11,650","13,960","8,103","120,684","101,878","11,670","9,720","3,820","6,920","12,164","10,435","98,513"
2019-06-20,"26,297","10,959","34,630","11,640","14,040","8,281","121,173","102,015","11,670","9,990","3,885","6,895","12,021","10,565","98,537"
2019-06-21,"26,226","10,830","34,710","11,660","13,905","8,285","121,049","101,990","11,735","10,080","3,990","6,920","12,031","10,550","98,547"
2019-06-24,"26,269","10,771","34,795","11,695","13,800","8,300","121,111","101,976","11,735","10,150","4,070","6,905","11,962","10,610","98,552"
2019-06-25,"26,231","10,697","34,620","11,570","13,865","8,122","120,833","101,932","11,760","10,310","4,050","6,920","11,966","10,595","98,547"
2019-06-26,"26,259","10,657","34,350","11,550","13,655","8,151","120,588","101,858","11,750","10,170","4,130","6,910","11,971","10,605","98,552"
2019-06-27,"26,578","10,350","34,430","11,645","13,865","8,276","120,598","101,873","11,715","10,145","4,140","6,830","11,991","10,595","98,552"
2019-06-28,"26,512","10,123","34,470","11,570","13,910","8,223","120,785","101,883","11,765","10,220","4,135","6,840","11,962","10,620","98,566"
2019-07-01,"26,516","10,400","35,010","11,800","14,105","8,487","120,742","101,922","11,740","9,995","4,215","6,840","11,986","10,575","98,561"
2019-07-02,"26,369","10,271","34,920","11,795","14,135","8,511","120,819","101,902","11,725","10,035","4,160","6,880","12,080","10,515","98,571"
2019-07-03,"26,030","10,256","35,000","11,825","14,185","8,449","121,298","102,024","11,735","10,290","3,960","6,975","12,134","10,475","98,576"
2019-07-04,"26,250","10,207","35,320","11,890","14,230","8,415","121,466","102,039","11,725","10,215","3,980","6,915","12,110","10,480","98,595"
2019-07-05,"26,211","10,326","35,340","11,885","14,235","8,463","121,476","102,068","11,735","10,195","3,965","6,920","12,129","10,465","98,600"
2019-07-08,"25,664","9,989","35,085","11,850","14,095","8,300","121,384","102,015","11,740","10,130","4,030","7,075","12,238","10,380","98,610"
2019-07-09,"25,611","9,722","34,930","11,855","14,090","8,314","121,404","102,078","11,720","10,055","4,030","7,095","12,238","10,395","98,615"
2019-07-10,"25,706","9,821","35,015","11,815","14,120","8,324","121,231","102,063","11,735","10,040","4,110","7,055","12,248","10,390","98,624"
2019-07-11,"26,021","9,994","35,295","11,860","14,120","8,285","121,327","102,117","11,705","10,235","4,255","6,970","12,164","10,460","98,639"
2019-07-12,"26,078","10,004","35,410","11,840","14,200","8,367","121,082","102,093","11,730","10,155","4,240","6,955","12,223","10,405","98,649"
2019-07-15,"26,064","9,935","35,490","11,815","14,225","8,396","121,015","102,102","11,730","10,205","4,195","6,965","12,228","10,390","98,649"
2019-07-16,"26,178","9,979","35,525","11,770","14,000","8,358","121,073","102,073","11,720","10,195","4,160","6,930","12,208","10,420","98,658"
2019-07-17,"25,945","9,871","35,380","11,825","13,960","8,372","121,336","102,195","11,705","10,135","4,050","6,995","12,238","10,385","98,673"
2019-07-18,"25,887","9,826","35,040","11,770","13,715","8,285","122,046","102,342","11,705","10,245","3,980","7,015","12,223","10,410","98,697"
2019-07-19,"26,250","10,024","35,360","11,795","13,955","8,334","122,281","102,400","11,705","10,410","3,915","6,910","12,179","10,460","98,707"
2019-07-22,"26,240","10,019","35,045","11,715","14,000","8,329","122,185","102,390","11,740","10,290","3,945","6,915","12,223","10,410","98,716"
2019-07-23,"26,369","9,945","35,190","11,785","14,130","8,324","122,195","102,395","11,695","10,220","3,955","6,880","12,228","10,405","98,721"
2019-07-24,"26,116","9,841","35,350","11,915","14,250","8,362","122,214","102,400","11,690","10,245","3,990","6,955","12,213","10,390","98,726"
2019-07-25,"26,069","9,737","35,570","11,965","14,190","8,435","122,507","102,488","11,730","10,265","3,925","6,965","12,253","10,385","98,745"
2019-07-26,"26,011","9,618","35,445","11,855","14,225","8,497","122,622","102,527","11,725","10,205","3,940","6,985","12,292","10,340","98,750"
2019-07-29,"25,664","9,332","35,535","11,850","14,125","8,435","122,765","102,537","11,720","10,210","3,915","7,090","12,277","10,365","98,755"
2019-07-30,"25,730","9,371","35,575","11,875","14,105","8,473","122,813","102,571","11,710","10,260","4,005","7,065","12,253","10,375","98,760"
2019-07-31,"25,472","9,421","35,480","11,725","14,125","8,406","122,929","102,590","11,725","10,310","4,085","7,125","12,277","10,375","98,765"
2019-08-01,"25,444","9,317","35,030","11,710","14,020","8,362","122,842","102,556","11,725","10,145","4,045","7,145","12,317","10,320","98,779"
2019-08-02,"25,157","8,980","34,690","11,620","13,800","8,228","123,255","102,707","11,700","10,325","3,845","7,230","12,415","10,240","98,789"
2019-08-05,"24,613","8,218","34,125","11,300","13,550","8,045","124,252","102,908","11,740","10,520","3,840","7,385","12,598","10,090","98,808"
2019-08-06,"24,269","8,069","33,405","11,165","13,445","7,958","124,377","102,922","11,635","10,540","3,865","7,490","12,608","10,090","98,823"
2019-08-07,"24,121","8,218","33,760","11,090","13,450","8,103","124,348","102,981","11,685","10,730","3,745","7,535","12,603","10,110","98,833"
2019-08-08,"24,226","8,515","34,085","11,245","13,455","8,117","124,242","102,971","11,670","10,805","3,685","7,505","12,549","10,110","98,842"
2019-08-09,"24,393","8,500","34,445","11,370","13,475","8,007","124,007","102,908","11,695","10,820","3,690","7,450","12,559","10,130","98,847"
2019-08-12,"24,431","8,500","34,410","11,295","13,565","8,151","124,070","102,912","11,700","10,770","3,790","7,440","12,623","10,080","98,852"
2019-08-13,"24,183","8,401","33,830","11,170","13,415","8,098","124,530","102,942","11,640","10,965","3,820","7,515","12,667","10,030","98,857"
2019-08-14,"24,355","8,564","34,490","11,300","13,515","8,209","124,602","102,951","11,650","10,785","3,950","7,460","12,588","10,110","98,867"
2019-08-16,"24,274","8,530","33,725","11,140","13,385","8,261","125,144","103,044","11,625","10,905","3,860","7,490","12,573","10,120","98,891"
2019-08-19,"24,427","8,569","34,250","11,185","13,380","8,386","125,106","103,083","11,650","10,830","3,885","7,440","12,573","10,120","98,891"
2019-08-20,"24,665","8,797","34,440","11,330","13,500","8,358","124,938","103,049","11,660","10,775","3,950","7,370","12,544","10,145","98,896"
2019-08-21,"24,713","8,965","34,195","11,290","13,520","8,324","124,281","102,922","11,660","10,810","3,945","7,350","12,470","10,190","98,905"
2019-08-22,"24,517","8,886","34,385","11,420","13,420","8,324","124,444","102,917","11,680","10,805","3,880","7,410","12,529","10,150","98,915"
2019-08-23,"24,494","8,817","34,505","11,425","13,480","8,410","124,171","102,839","11,700","10,735","3,890","7,420","12,578","10,120","98,915"
2019-08-26,"24,135","8,376","33,425","11,185","13,190","8,213","124,995","103,000","11,715","11,090","3,765","7,525","12,652","10,060","98,915"
2019-08-27,"24,212","8,446","33,795","11,300","13,325","8,314","124,669","102,854","11,695","11,040","3,775","7,505","12,583","10,100","98,920"
2019-08-28,"24,446","8,812","33,780","11,325","13,430","8,319","124,410","102,737","11,700","11,075","3,890","7,435","12,618","10,100","98,915"
2019-08-29,"24,312","8,757","33,870","11,340","13,420","8,281","124,530","102,839","11,695","11,115","3,885","7,470","12,642","10,075","98,925"
2019-08-30,"24,713","8,916","34,315","11,510","13,590","8,281","124,252","102,810","11,710","11,005","3,925","7,335","12,593","10,115","98,920"
2019-09-02,"24,756","9,119","34,230","11,500","13,435","8,367","123,576","102,649","11,715","10,960","3,860","7,335","12,564","10,115","98,920"
2019-09-03,"24,661","9,054","34,180","11,575","13,470","8,377","123,691","102,659","11,710","10,975","3,840","7,355","12,618","10,080","98,915"
2019-09-04,"25,028","9,208","34,420","11,625","13,570","8,420","123,566","102,629","11,695","11,055","3,805","7,250","12,559","10,130","98,915"
2019-09-05,"25,248","9,262","34,785","11,720","13,855","8,540","123,307","102,532","11,740","11,110","3,920","7,190","12,480","10,210","98,920"
2019-09-06,"25,363","9,213","34,980","11,755","13,815","8,531","123,269","102,502","11,715","10,890","3,935","7,155","12,440","10,235","98,905"
2019-09-09,"25,568","9,173","35,105","11,760","13,885","8,598","123,475","102,615","11,725","10,845","3,990","7,095","12,396","10,270","98,920"
2019-09-10,"25,678","9,069","34,970","11,750","14,005","8,564","123,293","102,591","11,750","10,710","4,055","7,065","12,396","10,275","98,939"
2019-09-11,"25,869","9,208","35,055","11,785","14,100","8,492","123,211","102,571","11,750","10,720","4,040","7,005","12,381","10,285","98,930"
2019-09-16,"25,950","9,441","35,190","11,900","14,360","8,569","121,979","102,302","11,760","10,825","4,185","6,990","12,312","10,335","98,925"
2019-09-17,"25,940","9,465","35,200","11,830","14,350","8,444","122,113","102,365","11,770","10,750","4,370","6,985","12,376","10,290","98,934"
2019-09-18,"26,084","9,436","35,260","11,860","14,295","8,502","122,435","102,385","11,765","10,770","4,120","6,950","12,386","10,285","98,930"
2019-09-19,"26,256","9,421","35,240","11,895","14,355","8,516","122,641","102,409","11,790","10,735","4,075","6,905","12,420","10,255","98,939"
2019-09-20,"26,399","9,465","35,340","11,950","14,380","8,526","122,531","102,365","11,815","10,795","4,105","6,870","12,366","10,290","98,939"
2019-09-23,"26,432","9,371","35,255","12,000","14,380","8,410","122,588","102,385","11,800","10,885","4,110","6,860","12,411","10,250","98,934"
2019-09-24,"26,590","9,069","35,285","11,920","14,400","8,435","122,578","102,370","11,775","10,930","4,070","6,825","12,440","10,240","98,949"
2019-09-25,"26,208","8,936","34,880","11,890","14,420","8,401","122,881","102,444","11,835","10,985","3,970","6,920","12,450","10,215","98,930"
2019-09-26,"26,256","9,040","34,995","11,840","14,360","8,391","122,871","102,453","11,780","10,840","3,940","6,910","12,475","10,215","98,954"
2019-09-27,"25,979","9,000","35,035","11,880","14,300","8,391","122,751","102,468","11,765","10,800","3,920","6,980","12,490","10,205","98,954"
2019-09-30,"26,198","8,965","34,950","11,940","14,275","8,314","122,612","102,488","11,780","10,690","3,905","6,925","12,455","10,235","98,949"
2019-10-01,"26,260","9,243","35,135","12,130","14,425","8,314","122,200","102,453","11,750","10,495","3,805","6,905","12,480","10,200","98,954"
2019-10-02,"25,702","9,069","34,530","11,850","14,385","8,290","122,248","102,517","11,740","10,595","3,805","7,055","12,529","10,155","98,963"
2019-10-04,"25,597","9,104","34,155","11,535","14,030","8,261","123,528","102,752","11,765","10,820","3,690","7,075","12,455","10,230","98,988"
2019-10-07,"25,640","9,446","34,500","11,615","14,005","8,295","123,456","102,757","11,775","10,805","3,705","7,075","12,460","10,230","99,002"
2019-10-08,"26,017","9,525","34,595","11,680","14,155","8,353","122,924","102,684","11,780","10,685","3,730","6,970","12,425","10,260","99,002"
2019-10-10,"25,831","9,510","34,250","11,675","14,200","8,406","122,761","102,684","11,775","10,790","3,680","7,025","12,455","10,235","99,012"
2019-10-11,"26,012","9,460","34,585","11,810","14,390","8,463","122,329","102,605","11,730","10,750","3,820","6,975","12,381","10,295","99,017"
2019-10-14,"26,280","9,639","34,915","12,040","14,400","8,564","122,339","102,640","11,770","10,675","3,800","6,900","12,327","10,330","99,017"
2019-10-15,"26,313","9,723","34,965","12,035","14,570","8,502","122,348","102,664","11,760","10,685","3,730","6,895","12,337","10,330","99,022"
2019-10-16,"26,461","9,817","35,140","12,130","14,800","8,497","121,993","102,596","11,795","10,605","3,715","6,855","12,361","10,305","99,031"
2019-10-17,"26,375","9,718","35,055","12,105","14,730","8,454","121,514","102,478","11,780","10,695","3,710","6,880","12,361","10,315","99,036"
2019-10-18,"26,112","9,624","35,145","12,020","14,740","8,338","121,447","102,434","11,770","10,680","3,770","6,945","12,312","10,355","99,041"
2019-10-21,"26,260","9,832","35,150","12,050","14,810","8,334","120,756","102,341","11,820","10,690","3,770","6,910","12,208","10,425","99,051"
2019-10-22,"26,609","10,064","35,300","12,095","14,770","8,329","120,632","102,449","11,825","10,640","3,735","6,810","12,189","10,435","99,046"
2019-10-23,"26,447","10,376","35,095","12,095","14,865","8,295","120,699","102,444","11,795","10,675","3,780","6,855","12,208","10,430","99,051"
2019-10-24,"26,518","10,322","35,290","12,160","14,925","8,305","120,891","102,414","11,785","10,690","3,895","6,840","12,213","10,435","99,051"
2019-10-25,"26,542","10,040","35,295","12,190","14,985","8,362","120,651","102,321","11,845","10,785","3,910","6,835","12,218","10,435","99,046"
2019-10-28,"26,642","10,010","35,515","12,245","14,995","8,406","119,668","102,135","11,845","10,775","3,955","6,810","12,193","10,455","99,036"
2019-10-29,"26,585","10,168","35,655","12,255","15,040","8,401","119,466","102,130","11,780","10,675","3,885","6,825","12,119","10,495","99,031"
2019-10-30,"26,384","10,129","35,590","12,240","14,950","8,401","119,682","102,189","11,810","10,655","3,850","6,880","12,174","10,475","99,041"
2019-10-31,"26,485","10,148","35,760","12,235","15,070","8,305","119,989","102,233","11,775","10,730","3,850","6,860","12,129","10,520","99,060"
2019-11-01,"26,686","10,248","35,715","12,190","15,000","8,468","119,989","102,218","11,765","10,815","3,800","6,800","12,154","10,485","99,055"
2019-11-04,"27,069","10,347","36,025","12,285","14,995","8,516","119,145","102,022","11,770","10,820","3,895","6,695","12,085","10,535","99,060"
2019-11-05,"27,251","10,456","36,160","12,400","15,285","8,569","119,078","102,052","11,835","10,770","3,955","6,655","12,070","10,545","99,070"
2019-11-06,"27,265","10,287","36,045","12,415","15,260","8,540","119,044","102,013","11,790","10,635","3,980","6,650","12,060","10,570","99,080"
2019-11-07,"27,231","10,243","36,025","12,440","15,265","8,540","119,236","102,130","11,785","10,680","3,935","6,655","12,090","10,530","99,080"
2019-11-08,"27,141","10,218","36,080","12,500","15,315","8,540","119,308","102,096","11,785","10,535","3,955","6,685","12,060","10,570","99,089"
2019-11-11,"26,930","10,099","36,115","12,475","15,360","8,473","119,596","102,140","11,810","10,480","3,950","6,735","12,169","10,485","99,085"
2019-11-12,"27,169","10,188","36,255","12,470","15,510","8,391","119,135","102,135","11,770","10,375","3,990","6,670","12,110","10,510","99,089"
2019-11-13,"26,949","10,039","36,175","12,495","15,385","8,377","119,409","102,160","11,790","10,465","3,955","6,730","12,179","10,475","99,094"
2019-11-14,"27,164","10,089","36,290","12,465","15,150","8,420","119,620","102,257","11,755","10,500","4,010","6,680","12,203","10,460","99,094"
2019-11-15,"27,547","10,262","36,445","12,480","15,365","8,362","119,634","102,233","11,775","10,475","3,995","6,580","12,164","10,485","99,089"
2019-11-18,"27,519","10,248","36,595","12,520","15,345","8,372","119,625","102,233","11,805","10,485","4,035","6,595","12,144","10,495","99,104"
2019-11-19,"27,399","10,049","36,630","12,510","15,350","8,473","120,075","102,341","11,790","10,535","3,980","6,620","12,179","10,460","99,109"
2019-11-20,"27,045","9,807","36,535","12,480","15,160","8,410","120,588","102,414","11,770","10,550","3,860","6,700","12,198","10,450","99,104"
2019-11-21,"26,647","9,623","36,410","12,415","15,205","8,396","120,751","102,424","11,760","10,525","3,970","6,805","12,287","10,380","99,114"
2019-11-22,"26,777","9,589","36,460","12,435","15,255","8,334","120,593","102,424","11,760","10,490","4,050","6,770","12,302","10,370","99,114"
2019-11-25,"27,074","9,831","36,610","12,450","15,380","8,353","120,214","102,355","11,760","10,430","4,045","6,700","12,267","10,395","99,109"
2019-11-26,"27,078","9,866","36,780","12,520","15,410","8,420","120,382","102,341","11,770","10,420","4,045","6,695","12,267","10,395","99,114"
2019-11-27,"27,107","9,811","36,920","12,515","15,410","8,372","120,780","102,404","11,785","10,435","4,060","6,690","12,272","10,385","99,123"
2019-11-28,"26,987","9,623","36,900","12,490","15,415","8,358","120,934","102,463","11,770","10,420","4,035","6,720","12,297","10,345","99,133"
2019-11-29,"26,523","9,499","36,895","12,515","15,375","8,295","121,265","102,566","11,740","10,430","4,045","6,835","12,327","10,350","99,123"
2019-12-02,"26,609","9,584","37,025","12,555","15,470","8,338","120,747","102,542","11,780","10,430","3,925","6,815","12,346","10,335","99,133"
2019-12-03,"26,475","9,435","36,615","12,235","15,445","8,372","120,248","102,453","11,760","10,440","3,930","6,850","12,381","10,300","99,138"
2019-12-04,"26,298","9,380","36,330","12,175","15,285","8,362","120,876","102,556","11,740","10,580","3,950","6,895","12,460","10,230","99,148"
2019-12-05,"26,236","9,316","36,515","12,325","15,305","8,454","120,986","102,556","11,790","10,555","4,050","6,910","12,415","10,270","99,157"
2019-12-06,"26,542","9,460","36,690","12,320","15,400","8,478","120,771","102,483","11,775","10,525","4,065","6,840","12,415","10,275","99,167"
2019-12-09,"26,662","9,450","36,875","12,445","15,395","8,478","120,852","102,512","11,785","10,445","4,110","6,805","12,411","10,275","99,162"
2019-12-10,"26,796","9,415","36,845","12,405","15,375","8,507","121,159","102,517","11,800","10,450","4,115","6,770","12,430","10,260","99,167"
2019-12-11,"26,901","9,395","36,800","12,385","15,440","8,531","121,130","102,542","11,795","10,455","4,105","6,745","12,455","10,230","99,177"
2019-12-12,"27,389","9,623","36,955","12,450","15,480","8,483","121,140","102,596","11,830","10,535","4,105","6,630","12,361","10,300","99,181"
2019-12-13,"27,816","9,698","37,340","12,630","15,785","8,588","120,910","102,492","11,840","10,485","4,140","6,510","12,208","10,430","99,186"
2019-12-16,"27,806","9,658","37,350","12,625","15,830","8,598","121,183","102,596","11,870","10,555","4,170","6,510","12,233","10,425","99,186"
2019-12-17,"28,189","9,802","37,540","12,730","15,900","8,685","121,303","102,635","11,870","10,560","4,190","6,425","12,144","10,455","99,196"
2019-12-18,"28,184","9,742","37,425","12,595","15,820","8,656","121,346","102,630","11,885","10,555","4,210","6,435","12,174","10,460","99,206"
2019-12-19,"28,213","9,762","37,505","12,610","15,740","8,617","120,881","102,630","11,890","10,545","4,240","6,420","12,154","10,480","99,211"
2019-12-20,"28,275","9,831","37,620","12,610","15,675","8,612","120,660","102,625","11,915","10,565","4,260","6,410","12,110","10,520","99,206"
2019-12-23,"28,270","9,921","37,825","12,775","15,730","8,531","120,900","102,669","11,905","10,575","4,190","6,410","12,144","10,500","99,215"
2019-12-24,"28,088","9,767","37,845","12,775","15,750","8,540","121,097","102,674","11,900","10,655","4,220","6,460","12,139","10,505","99,225"
2019-12-26,"28,203","10,005","37,880","12,775","15,810","8,550","121,025","102,684","11,940","10,745","4,265","6,435","12,119","10,500","99,225"
2019-12-27,"28,615","10,218","38,100","12,775","15,745","8,643","120,824","102,719","11,940","10,780","4,305","6,330","12,114","10,525","99,245"
2019-12-30,"28,515","10,371","38,030","12,745","15,610","8,716","120,770","102,778","11,930","10,810","4,305","6,350","12,070","10,555","99,250"
2020-01-02,"28,213","10,391","38,000","12,635","15,645","8,921","121,020","102,861","11,925","10,845","4,265","6,425","12,095","10,540","99,264"
2020-01-03,"28,208","10,223","37,895","12,750","15,645","8,975","121,751","102,979","11,915","11,000","4,385","6,430","12,169","10,450","99,284"
2020-01-06,"27,993","9,950","37,785","12,685","15,255","8,882","122,075","103,014","11,950","11,245","4,495","6,480","12,218","10,420","99,294"
2020-01-07,"28,275","10,124","38,075","12,705","15,580","8,970","121,319","102,832","11,970","11,180","4,365","6,410","12,174","10,470","99,299"
2020-01-08,"28,093","9,792","37,850","12,575","15,235","8,872","121,093","102,876","11,970","11,360","4,415","6,455","12,233","10,425","99,304"
2020-01-09,"28,562","10,213","38,295","12,755","15,635","8,955","120,544","102,738","12,010","11,055","4,180","6,345","12,110","10,530","99,323"
2020-01-10,"28,797","10,332","38,515","12,810","15,775","9,004","120,131","102,694","12,015","11,035","4,155","6,285","12,129","10,505","99,323"
2020-01-13,"29,094","10,386","38,390","12,790","15,770","9,057","120,107","102,719","12,025","11,080","4,140","6,220","12,075","10,545","99,323"
2020-01-14,"29,233","10,342","38,565","12,785","15,780","9,121","120,352","102,817","11,990","10,975","4,075","6,200","12,070","10,565","99,333"
2020-01-15,"29,060","10,302","38,475","12,715","15,700","9,053","120,519","102,822","12,035","11,060","4,075","6,235","12,090","10,535","99,333"
2020-01-16,"29,357","10,431","38,675","12,730","15,815","9,053","120,460","102,733","12,015","11,060","4,080","6,165","12,124","10,510","99,328"
2020-01-17,"29,424","10,416","38,910","12,750","15,795","9,062","120,205","102,748","12,045","11,075","4,105","6,150","12,119","10,530","99,343"
2020-01-20,"29,644","10,327","38,990","12,850","15,885","9,126","120,151","102,660","12,040","11,140","4,150","6,110","12,100","10,540","99,338"
2020-01-21,"29,314","10,178","38,835","12,795","15,775","8,989","120,804","102,802","12,040","11,155","4,075","6,185","12,198","10,460","99,358"
2020-01-22,"29,702","10,421","39,090","12,810","15,860","8,975","120,563","102,738","12,055","11,050","4,065","6,095","12,159","10,480","99,368"
2020-01-23,"29,314","10,302","38,840","12,680","15,745","8,677","120,652","102,827","11,985","11,080","3,895","6,175","12,218","10,445","99,373"
2020-01-28,"28,424","9,930","38,210","12,365","15,360","8,130","121,918","102,994","11,910","11,250","3,725","6,370","12,302","10,375","99,373"
2020-01-29,"28,519","10,049","38,520","12,545","15,430","8,316","121,913","103,009","11,945","11,160","3,795","6,350","12,292","10,365","99,383"
2020-01-30,"27,982","9,816","38,145","12,470","15,180","8,179","122,345","103,088","11,980","11,225","3,705","6,480","12,371","10,295","99,407"
2020-01-31,"27,685","9,662","38,555","12,520","15,325","8,116","122,247","103,142","11,880","11,210","3,710","6,545","12,445","10,235","99,412"
2020-02-03,"27,714","9,806","38,020","12,305","15,140","8,072","122,404","103,181","11,945","11,240","3,625","6,545","12,480","10,210","99,407"
2020-02-04,"28,188","9,990","38,330","12,375","15,240","8,286","121,658","103,078","11,935","11,180","3,555","6,420","12,401","10,270","99,417"
2020-02-05,"28,328","9,970","38,615","12,525","15,435","8,413","121,741","103,107","11,965","11,095","3,510","6,395","12,445","10,240","99,427"
2020-02-06,"29,172","10,173","39,325","12,810","15,810","8,550","121,604","103,117","11,955","11,080","3,650","6,190","12,322","10,335","99,437"
2020-02-07,"28,927","10,168","39,230","12,825","15,755","8,530","121,879","103,220","11,985","11,125","3,590","6,250","12,411","10,280","99,447"
2020-02-10,"28,774","10,243","39,030","12,770","15,675","8,555","121,869","103,191","12,000","11,180","3,530","6,285","12,420","10,275","99,466"
2020-02-11,"29,052","10,352","39,415","12,875","15,665","8,677","121,874","103,191","11,955","11,165","3,515","6,220","12,341","10,320","99,466"
2020-02-12,"29,291","10,387","39,450","12,895","15,705","8,735","121,790","103,181","12,015","11,130","3,540","6,170","12,341","10,340","99,461"
2020-02-13,"29,220","10,382","39,430","12,985","15,760","8,657","121,879","103,230","12,010","11,210","3,585","6,190","12,366","10,315","99,486"
2020-02-14,"29,397","10,352","39,600","13,000","15,650","8,638","121,501","103,112","12,040","11,210","3,605","6,145","12,381","10,305","99,486"
2020-02-17,"29,373","10,411","39,710","13,005","15,555","8,833","121,697","103,137","12,025","11,255","3,650","6,145","12,381","10,300","99,476"
2020-02-18,"28,908","10,258","39,480","12,975","15,295","8,823","122,271","103,274","12,005","11,280","3,615","6,255","12,450","10,250","99,481"
2020-02-19,"28,961","10,268","39,580","12,985","15,485","8,833","122,409","103,274","12,020","11,405","3,665","6,245","12,445","10,250","99,501"
2020-02-20,"28,812","10,218","39,680","12,950","15,460","8,999","122,865","103,388","12,065","11,440","3,745","6,270","12,544","10,175","99,510"
2020-02-21,"28,399","9,955","39,285","12,855","15,365","9,067","123,415","103,535","12,040","11,600","3,715","6,375","12,657","10,080","99,515"
2020-02-24,"27,330","9,558","38,595","12,760","15,320","9,145","123,818","103,589","12,025","11,830","3,635","6,615","12,771","9,990","99,540"
2020-02-25,"27,632","9,891","38,190","12,400","14,950","9,043","123,832","103,589","12,000","11,640","3,600","6,540","12,667","10,065","99,560"
2020-02-26,"27,229","9,910","36,825","12,055","14,805","9,028","123,970","103,624","11,945","11,695","3,485","6,635","12,741","10,005","99,570"
2020-02-27,"26,946","9,727","35,955","11,835","14,485","9,057","123,641","103,565","11,925","11,745","3,350","6,710","12,746","10,015","99,570"
2020-02-28,"26,078","9,365","34,025","11,615","13,955","8,721","124,495","103,732","11,795","11,615","3,095","6,930","12,717","10,035","99,579"
2020-03-02,"26,328","9,657","34,740","11,370","14,090","8,931","124,284","103,693","11,800","11,405","3,230","6,855","12,499","10,210","99,574"
2020-03-03,"26,448","9,593","35,735","11,335","13,910","8,921","124,387","103,776","11,845","11,365","3,315","6,830","12,514","10,195","99,594"
2020-03-04,"27,047","9,757","35,565","11,375","13,930","8,979","124,971","103,968","11,825","11,675","3,340","6,670","12,435","10,255","99,604"
2020-03-05,"27,287","9,901","36,255","11,650","14,105","9,170","124,794","103,929","11,890","11,660","3,315","6,610","12,371","10,315","99,624"
2020-03-06,"26,740","9,786","35,000","11,295","13,725","9,038","124,225","103,894","11,810","11,910","3,185","6,750","12,490","10,215","99,614"
2020-03-09,"25,613","9,395","32,940","10,425","12,985","8,872","125,452","103,845","11,705","11,880","2,230","7,050","12,618","10,110","99,629"
